escena_numero;escena_locacion;momento;intencion_dramatica;ritmo;plano_numero;tipo_plano;descripcion_plano;accion_principal;camara_movimiento;sonido_transicion;elementos_necesarios;notas_produccion
10;INT. HARUWEN DEL OESTE- NOCHE;NOCHE;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;10.01;Plano narrativo;"Plano ritual con figuras de soortes distribuidas por cardinales; eje geométrico claro.";"Plano ritual con figuras de soortes distribuidas por cardinales; eje geométrico claro.";Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Soortes; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
10;INT. HARUWEN DEL OESTE- NOCHE;NOCHE;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;10.02;Plano narrativo;Cámara baja alrededor del fuego para deformar sombras y aumentar miedo.;Cámara baja alrededor del fuego para deformar sombras y aumentar miedo.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Fogata/fuego FX; Viento FX; Haruwen/chozas; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
10;INT. HARUWEN DEL OESTE- NOCHE;NOCHE;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;10.03;Plano narrativo;"Combate con planos medios amplios para leer coreografía; cortes solo en impactos.";"Combate con planos medios amplios para leer coreografía; cortes solo en impactos.";Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Sol/luz cálida; Viento FX; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
10;INT. HARUWEN DEL OESTE- NOCHE;NOCHE;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;10.04;PP / Primer plano;PP de Uky al romper la máscara: sorpresa y traición afectiva.;sorpresa y traición afectiva.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Uky; Máscaras/vestuario ritual; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
10;INT. HARUWEN DEL OESTE- NOCHE;NOCHE;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;10.05;Plano narrativo;"Plano de Xo’om imponiendo silencio; transición hacia prueba de caza con caída emocional.";"Plano de Xo’om imponiendo silencio; transición hacia prueba de caza con caída emocional.";Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Xo’om; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
11;INT. HARUWEN DEL OESTE;NOCHE;Instalar la tradición oral, el humor de Uky y la profecía que tensiona todo el relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;11.01;PG / Plano general;"PG de montaña nevada con figura mínima de Lola; viento domina la escala.";"PG de montaña nevada con figura mínima de Lola; viento domina la escala.";Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Lola; Haruwen/chozas; Montaña/roqueríos";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
11;INT. HARUWEN DEL OESTE;NOCHE;Instalar la tradición oral, el humor de Uky y la profecía que tensiona todo el relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;11.02;PD / Plano detalle;"Plano detalle de huellas perdiéndose; respiración débil.";"Plano detalle de huellas perdiéndose; respiración débil.";Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
11;INT. HARUWEN DEL OESTE;NOCHE;Instalar la tradición oral, el humor de Uky y la profecía que tensiona todo el relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;11.03;PP / Primer plano;"PP de ojos de Lola cerrándose; caída a rodillas en cámara lenta mínima.";"PP de ojos de Lola cerrándose; caída a rodillas en cámara lenta mínima.";Cámara lenta;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Lola; Haruwen/chozas; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
11;INT. HARUWEN DEL OESTE;NOCHE;Instalar la tradición oral, el humor de Uky y la profecía que tensiona todo el relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;11.04;Plano narrativo;Corte a humo lejano del haruwen: esperanza visual sin resolver.;esperanza visual sin resolver.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Humo/ceniza; Luna/luz plateada; Sol/luz cálida; Viento FX; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
12;INT. CHOZA DE YAMKO / HARUWEN DEL OESTE;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;12.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Viento FX; Yamko; Haruwen/chozas; Choza";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
12;INT. CHOZA DE YAMKO / HARUWEN DEL OESTE;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;12.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Viento FX; Lola; Uky; Yamko; Haruwen/chozas; Choza";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
12;INT. CHOZA DE YAMKO / HARUWEN DEL OESTE;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;12.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Sol/luz cálida; Viento FX; Yamko; Pinturas tari; Haruwen/chozas; Choza";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
12;INT. CHOZA DE YAMKO / HARUWEN DEL OESTE;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;12.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Viento FX; Yamko; Haruwen/chozas; Choza";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
13;EXT. HARUWEN DEL OESTE;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;13.01;Plano narrativo;"Plano ritual con figuras de soortes distribuidas por cardinales; eje geométrico claro.";"Plano ritual con figuras de soortes distribuidas por cardinales; eje geométrico claro.";Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Sol/luz cálida; Soortes; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
13;EXT. HARUWEN DEL OESTE;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;13.02;Plano narrativo;Cámara baja alrededor del fuego para deformar sombras y aumentar miedo.;Cámara baja alrededor del fuego para deformar sombras y aumentar miedo.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Haruwen/chozas; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
13;EXT. HARUWEN DEL OESTE;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;13.03;Plano narrativo;"Combate con planos medios amplios para leer coreografía; cortes solo en impactos.";"Combate con planos medios amplios para leer coreografía; cortes solo en impactos.";Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Sol/luz cálida; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
13;EXT. HARUWEN DEL OESTE;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;13.04;PP / Primer plano;PP de Uky al romper la máscara: sorpresa y traición afectiva.;sorpresa y traición afectiva.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Sol/luz cálida; Uky; Máscaras/vestuario ritual; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
13;EXT. HARUWEN DEL OESTE;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;13.05;Plano narrativo;"Plano de Xo’om imponiendo silencio; transición hacia prueba de caza con caída emocional.";"Plano de Xo’om imponiendo silencio; transición hacia prueba de caza con caída emocional.";Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Sol/luz cálida; Xo’om; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
14;INT. CHOZA CEREMONIAL / HARUWEN DEL OESTE-DÍA;DÍA;Mostrar la fractura interna de Uky: no puede matar, pero aún desea pertenecer.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;14.01;PG / Plano general;PG bajo entre pastizales: cazadores ocultos, niebla y respiración contenida.;cazadores ocultos, niebla y respiración contenida.;Cámara funcional al eje dramático;Fuego presente como pulso: crepita, sube o se apaga según tensión. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Haruwen/chozas; Choza";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
14;INT. CHOZA CEREMONIAL / HARUWEN DEL OESTE-DÍA;DÍA;Mostrar la fractura interna de Uky: no puede matar, pero aún desea pertenecer.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;14.02;POV / Subjetiva;POV de Uky: arco tembloroso, guanaco entra y sale de foco.;arco tembloroso, guanaco entra y sale de foco.;POV;Fuego presente como pulso: crepita, sube o se apaga según tensión. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Guanaco; Uky; Arcos/flechas; Haruwen/chozas; Choza";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
14;INT. CHOZA CEREMONIAL / HARUWEN DEL OESTE-DÍA;DÍA;Mostrar la fractura interna de Uky: no puede matar, pero aún desea pertenecer.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;14.03;Plano narrativo;Corte paralelo: Yamko confiado / Seriot impaciente / Uky paralizado.;Yamko confiado / Seriot impaciente / Uky paralizado.;Corte paralelo;Fuego presente como pulso: crepita, sube o se apaga según tensión. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Uky; Yamko; Seriot; Haruwen/chozas; Choza";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
